news_id	news_title	release_time
309556	经管紫翎 · 沙龙先锋活动搭建党员服务平台	2019/4/3 10:33:52
309557	信息学院开展学生心理委员培训	2019/4/3 17:28:58
309558	心理发展与咨询中心召开心理辅导老师工作研讨会	2019/4/4 09:21:21
309559	林学院党支部开展春季樱桃树栽植义务劳动	2019/4/4 09:27:16
309560	生物学院党委二级中心组开展专题学习	2019/4/3 11:04:08
309561	艺术设计学院召开毕业生就业手续说明会	2019/4/4 09:44:37
309562	材料学院召开班主任会议部署安全教育工作	2019/4/4 09:40:19
309563	学校启动师德师风建设工程	2019/4/4 09:33:43
309568	工学院扫除日活动令宿舍面貌大为改观	2019/4/3 17:26:56
309585	学校召开实践育人工作研讨会	2019/4/4 11:15:53
309628	保护区学院野保学科在濒危动物与寄生虫协同演化机制研究方面取得新进展	2019/4/4 19:07:21
309629	2019年绿桥、绿色长征活动推进会举行	2019/4/4 19:45:07
309631	机关党委召开学习习近平总书记在中央党校中青年干部培训班开班式上的重要讲话精神座谈会	2019/4/4 19:55:51
309634	学校召开学习贯彻习近平在学校思想政治理论课教师座谈会上讲话精神研讨会	2019/4/4 20:15:47
309672	首都大学生第36届绿色咨询活动在海淀公园举行	2019/4/8 09:13:35
309681	我校和江西环境工程职业学院共建工作进一步推进	2019/4/8 09:24:56
309698	校领导实地检查实验林场防火工作	2019/4/8 11:41:01
309703	学校召开校园安全稳定和文化建设工作会	2019/4/8 12:19:57
309710	工学院约跑行动传递运动热情	2019/4/8 10:44:45
309711	水保院第二届“水跃青春梦”社团文化节开幕	2019/4/8 10:49:19
309714	经管学院辩论队再夺“晨曦杯”辩论赛冠军	2019/4/8 09:16:44
309715	生物学院清明节前走访宿舍	2019/4/8 09:19:43
309716	艺术学院开展安全教育为学生成长保驾护航	2019/4/8 09:26:21
309717	工学院25个党团支部多形式开展学雷锋实践活动	2019/4/3 17:04:16
309719	工学院 “青工杯”篮球赛打响大众体育第一战	2019/4/3 10:16:21
309720	生物学院林木遗传育种教工党支部与国家花卉工程中心党支部开展共建	2019/4/8 09:13:56
309721	后勤党支部与教务处党支部开展交流共建活动	2019/4/8 10:54:50
309722	环境学院科研团队在中低温SCR脱硝催化剂研究上取得新进展	2019/4/8 14:27:25
309748	首都大学生青春志愿林种植活动在海淀区举行	2019/4/9 08:04:47
309749	“实验室安全活动日”系列培训强化师生安全意识	2019/4/8 14:48:17
309772	理学院抓实党委二级中心组专题学习	2019/4/9 09:09:23
309773	理学院组织两会精神专题集中学习	2019/4/9 09:13:24
309822	生物学院邀请校友分享就业经验	2019/4/9 11:30:12
309886	我校获批数据科学与大数据技术专业	2019/4/10 08:20:25
309894	我校经济林专业进入教育部新增审批本科专业目录	2019/4/10 08:40:06
309900	自然保护区学院“双带头人”工作室开展中法全球治理论坛成果分享会	2019/4/10 09:32:14
309916	学校召开2019年一流学科建设项目申报工作部署会	2019/4/10 10:16:47
309985	校党委理论中心组（扩大）学习会听取基层就业优秀校友事迹报告	2019/4/11 08:25:04
309993	学校成立林学风景园林学等4个学科群	2019/4/10 10:37:17
310003	环境学院召开二级中心组（扩大）会议专题 学习全国“两会”精神	2019/4/10 10:39:51
310004	东区学生生活服务区开展消防安全培训	2019/4/10 15:49:29
310005	林学院2019届毕业生分班座谈推进良好就业	2019/4/10 13:44:22
310006	学研中心中庭咖啡区设计大赛评审工作结束	2019/4/10 11:03:48
310008	《中国生态文明发展报告》（2019）编写工作启动	2019/4/10 10:45:15
310012	马超：自强不息，厚德载物	2019/4/11 16:09:45
310018	韩莹莹：不忘育人初心，站稳三尺讲台	2019/4/11 16:19:14
310028	高广磊：薪火相传，不知其尽	2019/4/11 16:25:40
310034	张英：为有暗香来	2019/4/11 16:31:53
310082	招就处党支部与艺术学院教工党支部开展共建理论学习会	2019/4/12 08:36:47
310083	生物学院召开毕业生分班级座谈会	2019/4/12 08:31:32
310087	张婕：做学生传统与现代设计相结合的探寻人	2019/4/12 09:30:35
310088	江西环境工程职业学院教师来校研修	2019/4/12 09:11:17
310090	柯清：青教赛是一种激励与提醒	2019/4/12 09:37:09
310114	学校召开2019年离退休老同志校情通报会	2019/4/12 11:04:29
310191	我校获批国家留学基金委乡村振兴人才培养专项	2019/4/15 09:12:00
310197	学生眼里的杨哲	2019/4/15 09:43:37
310199	王猛猛：从教学到学习都应该感到幸福	2019/4/15 09:49:22
310225	我校师生受邀参加“中日青少年交流促进年”开幕式	2019/4/15 09:11:22
310226	5名博士研究生获得学术“腾飞”奖学金	2019/4/15 09:06:08
310227	2019城市园艺技术国际培训班开班	2019/4/15 09:02:49
310228	10名研究生荣获第四届“树人”研究生干部奖学金	2019/4/15 09:25:39
310229	我校教授任木材保护与改性产业分会轮值理事长	2019/4/15 09:31:28
310231	校领导慰问我校伊金霍洛旗研究生支教团	2019/4/15 09:21:12
310253	王远：身为世范，为人师表	2019/4/15 16:07:10
310254	孙阳：桃李不言，下自成蹊	2019/4/15 16:12:35
310255	王晶：十年树木，百年树人	2019/4/15 16:17:01
310268	我校与山东省菏泽市签署全面合作协议	2019/4/15 16:58:55
310312	学工系统组织开展爱国主义主题教育活动	2019/4/15 14:43:55
310315	经管学院举办纪念五四运动100周年学习展演活动	2019/4/15 16:26:48
310316	经管学院开展“我和我的祖国”观剧实践活动	2019/4/15 16:29:27
310317	生物学院举办“招生—培养—就业”联动宣讲会	2019/4/15 16:32:46
310318	生物学院召开2019年安全工作暨实验室准入制度推进会	2019/4/15 16:37:05
310320	外语学院举办2019年安全稳定工作会	2019/4/15 16:47:50
310322	后勤服务总公司组织开展油锅灭火实战演练	2019/4/15 17:02:54
310323	后勤党支部邀请思政专家讲党课	2019/4/15 16:53:14
310324	研工部研究生院党支部与教育部学位中心第三党支部开展共建学习	2019/4/15 16:40:41
310381	北京高校青年教师教学基本功比赛北林选拔赛举行	2019/4/16 17:27:33
310393	“锦绣山河 林绘丹青”我校首届校园文化节开幕	2019/4/16 19:23:01
310395	我校特邀单霁翔作北林文化大讲堂首场报告	2019/4/16 19:30:07
310405	自然保护区学院召开关心下一代工作组成立大会	2019/4/17 08:22:11
310407	科右前旗31名人大系统干部来校培训	2019/4/17 08:25:06
310411	离退休教职工智能手机培训班举办	2019/4/16 16:34:14
310412	经管讲坛聚焦新经济的管理 治理 规制	2019/4/16 16:46:02
310413	材料学院举办配音大赛传递青春正能量	2019/4/16 16:22:44
310422	离退休工作处党委理论中心组学习全国两会精神	2019/4/16 16:27:27
310431	国家林业和草原局国际司司长到校交流国际教育工作	2019/4/17 08:53:19
310435	寒假大学生招生宣传实践成果展示暨评优表彰大会举行	2019/4/17 10:09:25
310458	牡丹江师范学院工会来我校调研交流	2019/4/17 13:47:36
310459	材料学院举办本研趣味运动会师生参与健身心	2019/4/17 08:59:40
310548	生物学院举办关心下一代工作委员会成立	2019/4/17 08:49:51
310549	艺术学院举办“林影”服饰设计搭配大赛	2019/4/17 15:49:41
310550	中国科学院院士严加安为理学院师生作专题讲座	2019/4/17 16:50:38
310551	生物学院举办高校专场招生宣讲会助力学生深造	2019/4/17 16:55:25
310552	艺术设计学院召开2019届毕业生就业工作推进会	2019/4/17 16:57:30
310554	研究生辅导员工作沙龙专题研讨心理健康教育工作	2019/4/18 08:43:20
310556	王楚平	2019/4/18 10:54:25
310557	水土保持学院	2019/4/18 10:56:30
310564	王翼嵚	2019/4/18 14:06:16
310565	刘忆	2019/4/18 14:14:49
310567	刘康桥	2019/4/18 14:19:30
310568	张骅	2019/4/18 14:24:51
310570	张继晓	2019/4/18 14:27:22
310571	庞博	2019/4/18 14:29:19
310573	孟祥刚	2019/4/18 14:31:18
310574	敖妍	2019/4/18 14:34:51
310575	郭世怀	2019/4/18 14:40:25
310577	北林附小	2019/4/18 14:49:56
310578	后勤服务总公司	2019/4/18 14:54:57
310579	材料科学与技术学院	2019/4/18 14:57:09
310580	园林学院	2019/4/18 14:59:32
310581	科技处	2019/4/18 15:02:09
310582	校工会	2019/4/18 15:04:01
310584	校团委	2019/4/18 15:05:57
310588	党委统战部	2019/4/18 15:07:24
310589	继续教育学院	2019/4/18 15:08:47
310591	离退休人员党支部换届工作启动	2019/4/16 16:29:29
310592	艺术设计学院召开关心下一代工作委员会成立大会	2019/4/18 08:30:56
310593	材料学院举办“青春之我”文化传承活动弘扬五四精神	2019/4/18 13:45:54
310594	林学院一站到底爱国主义知识竞赛决赛结束	2019/4/18 13:49:09
310639	2019年春季运动会暨学生体育文化节开幕（图）	2019/4/19 10:08:11
310643	运动会｜各单位风采展示精彩纷呈（图）	2019/4/19 10:23:29
310654	运动会｜直击：教职工跑射联项、传球接力	2019/4/19 11:37:23
310655	运动会｜直击：女子立定跳远	2019/4/19 11:58:12
310656	运动会｜直击：教工集体项目袋鼠跳、心心相印	2019/4/19 12:03:04
310658	运动会｜直击：留学生风采、100米预赛	2019/4/19 13:13:49
310662	test	2019/4/19 14:41:37
310664	运动会｜直击：引体向上、仰卧起坐、男子100m决赛	2019/4/19 15:07:06
310666	运动会｜直击：两人三足、旋风跑	2019/4/19 15:15:51
310673	运动会｜直击：男子跳高、三级跳	2019/4/19 16:55:22
310675	无患子产业国家创新联盟成立大会召开	2019/4/19 16:19:09
310677	学校召开2019年全面从严治党工作会	2019/4/19 17:43:06
310683	运动会｜精彩剪影（含动图）	2019/4/19 18:14:39
310687	运动会︱直击：男女子50米、一穿到底	2019/4/20 10:12:41
310689	运动会︱直击：8字绳、200米	2019/4/20 12:51:37
310691	运动会︱直击：拔河、1500米	2019/4/20 13:26:50
310692	运动会︱直击：女子跳高、4×100米	2019/4/20 13:42:52
310694	运动会︱精彩瞬间（含动图）	2019/4/20 14:24:55
310695	运动会︱直击：滚雪球、种树苗、5000米	2019/4/20 14:59:15
310696	运动会︱直击：女子3000米、男子1000米、女子800米决赛	2019/4/20 15:16:51
310698	运动会︱直击：铅球、8×400米、拔河决赛	2019/4/20 16:49:21
310699	2019年春季运动会闭幕	2019/4/20 18:09:36
310701	运动会︱精彩花絮（图）	2019/4/20 18:16:51
310728	我校定点扶贫工作会议召开	2019/4/22 09:30:45
310754	材料学院深入宿舍加强研究生日常管理	2019/4/22 09:54:06
310755	马克思主义学院组织思政课教师赴河北开展实践研修	2019/4/22 10:06:04
310756	人文学院召开关心下一代工作委员会成立大会	2019/4/22 09:43:11
310758	经管学院与延庆临河村开展党支部共建活动	2019/4/18 16:19:47
310781	第二期“国际组织人才新绿计划”训练营举办	2019/4/22 11:46:30
310796	“工科名师讲坛”介绍人工智能技术	2019/4/22 16:12:03
310798	北京高校青年教师教学基本功比赛北林选拔赛举行	2019/4/16 17:27:33
310808	学校与各二级单位签订2019年意识形态工作责任书	2019/4/22 16:49:19
310960	学生艺术团举办“林影逐梦”服装走秀专场	2019/4/23 09:05:57
310961	经管学院开展五四主题团日实践活动	2019/4/22 16:54:33
310962	2019年中国杜鹃花主题花园设计大赛评比结果揭晓	2019/4/22 11:05:15
310994	草坪国家创新联盟成立大会召开	2019/4/23 15:40:01
311000	我校一流专业建设点申报工作启动	2019/4/23 14:10:17
311002	林学院科研团队项目获首届发明创业成果奖一等奖	2019/4/23 15:07:15
311003	我校组织侨联和各民主党派等参加朗诵音乐会	2019/4/23 16:30:01
311022	林学院与惠民县人民政府签订产学研合作框架协议	2019/4/23 19:27:39
311049	艺术学院召开2019年“五四双优”评选答辩会	2019/4/23 16:49:33
311050	经管学院举办纪念新中国建立70周年快闪活动	2019/4/23 16:46:58
311051	生物学院举办第二期职业能力提升训练营	2019/4/23 15:11:55
311052	林学院举办团支部书记述职测评活动	2019/4/23 13:42:27
311053	信息学院举办2019职业生涯规划大赛	2019/4/23 15:04:04
311057	国家林草局木本香料工程技术研究中心建设研讨会在我校召开	2019/4/22 11:09:35
311059	水保院二级理论中心组开展全面从严治党专题学习	2019/4/22 13:51:21
311072	江西省林业系统44位优秀青年后备干部来校培训	2019/4/24 13:56:13
311077	我校与中国林业集团交流校企人才培养合作	2019/4/22 10:10:24
311079	理学院开展电子专业产教融合实践调研	2019/4/24 14:21:38
311083	贵州省贸促会党组书记一行来校开展合作交流	2019/4/24 14:54:38
311089	科右前旗政协系统干部高级研修班在我校开班	2019/4/24 15:14:23
311095	学校多个扶贫工作团队赴科右前旗开展精准帮扶	2019/4/24 15:54:25
311154	2019年新任研究生导师培训大会召开	2019/4/25 09:53:22
311156	林学院组织开展“青春心向党 建功新时代”五四主题团日活动	2019/4/25 09:21:03
311157	经管学院用“学习强国”平台开展爱国主义教育	2019/4/25 08:40:26
311158	工学院多维度开展学生安全教育工作实现全覆盖	2019/4/25 08:38:23
311159	《联合国防治荒漠化公约》联络员讲述中国履约故事	2019/4/24 17:20:31
311161	经管学院师生党支部开展“翻转党课”共建学习	2019/4/23 08:55:01
311163	材料学院党委理论学习中心组扩大学习新高考改革	2019/4/25 08:41:55
311164	人文学院与保护区学院两教工党支部召开“双一流”共建研讨会	2019/4/24 15:01:32
311166	艺术设计学院召开集体理论学习会	2019/4/23 11:18:28
311199	后勤服务总公司部署2019年安全工作	2019/4/25 14:47:28
311203	“锦绣山河 林绘丹青”我校首届校园文化节开幕	2019/4/16 19:23:01
311204	我校特邀单霁翔作北林文化大讲堂首场报告	2019/4/16 19:30:07
311206	北京林业大学“锦绣山河 林绘丹青”首届校园文化节活动	2019/4/25 17:03:31
311207	“秉林韵风华，创时代新章”——北林首届文创大赛	2019/4/25 17:04:35
311208	庆祝新中国成立70周年短视频征集展示活动	2019/4/25 17:06:50
311209	北京林业大学校园道路名称征集活动	2019/4/25 17:10:33
311210	校歌征集活动	2019/4/25 17:11:54
311240	江西省林业局副局长罗勤一行来校交流座谈	2019/4/26 09:29:43
311271	美国科学院院士来校交流并获聘我校荣誉教授	2019/4/25 13:47:40
311275	园林学院美术旅游党支部开展师德师风教育专题学习会	2019/4/26 16:43:13
311276	保护区学院召开支部书记会部署深化党支部质量建设年工作	2019/4/26 16:46:03
311278	材料学院贴近学生实际开展访谈式交流活动	2019/4/25 10:46:40
311279	经管学院课堂临时党支部举行师生座谈会	2019/4/25 17:00:25
311280	宣传部党支部和总务处党支部开展共建学习活动	2019/4/26 16:50:55
311283	创新发展中心召开大数据平台建设专家论证会	2019/4/26 16:59:20
311295	林木分子设计育种高精尖创新中心接受中期评估	2019/4/26 22:38:16
311329	我校第七届教代会暨第十五届工代会第五次会议召开	2019/4/28 08:45:38
311345	3393名2018级新生参加军事理论课学习	2019/4/28 09:08:46
311412	理学院成立关工委启动“读懂中国”活动	2019/4/28 10:37:52
311414	离退休工作处组织老同志春游	2019/4/28 09:25:41
311415	校关工委召开秘书处工作会	2019/4/28 09:23:26
311417	学校召开2019年北京世园会志愿者 出征动员座谈会	2019/4/28 09:12:13
311419	经管学院举办安全主题月活动贯彻安全教育	2019/4/28 09:00:15
311420	第十二届研究生风采大赛落幕	2019/4/28 08:58:09
311424	材料学院研木工第三党支部开展爱国主义教育主题活动	2019/4/28 09:06:02
311425	财经办学生事务中心联合党支部成立	2019/4/28 09:36:15
311429	生物学院院直党支部为小汤山苗圃再添新绿	2019/4/28 10:18:36
311432	经管学院课堂临时党支部举行师生座谈会	2019/4/28 10:40:47
311435	工学院与理学院联合开展学术交流	2019/4/28 11:14:43
311479	第28届“老年乐”运动会举办	2019/4/28 09:18:56
311480	基层团组织考核评议暨五四红旗团委评选结束	2019/4/28 10:31:01
311521	我校联合北京市海淀区共同助力科右前旗脱贫攻坚	2019/4/29 10:04:41
311548	陶诗艺：奋斗青春，绽放生命	2019/4/29 08:51:51
311549	刘康桥：绽放青春筑梦前旗	2019/4/29 08:57:39
311552	叶元兴：大自然的守护者	2019/4/29 09:09:43
311553	黄娟：丹心一片谱华章，满腔热情绎青春	2019/4/29 08:43:14
311554	高广磊：我的绿色梦想	2019/4/28 17:18:40
311555	张曜：一份耕耘一份收获，全面发展砥砺前行	2019/4/28 17:10:55
311560	孙彦军：北林青春二三事	2019/4/28 15:54:32
311561	张泽宇：入于耳，藏于心，行之以身	2019/4/28 15:21:46
311563	李媛：在志愿服务的路上发光发热	2019/4/28 14:51:54
311564	李昂：牢记教师使命 践行教师职责	2019/4/28 14:43:32
311567	杨哲：从新出发,向心而行——一个“青椒”的成长故事	2019/4/28 14:14:10
311569	邓妍：“人生自有江湖，唯有奋斗翘楚”	2019/4/28 14:01:23
311570	郭源：林研岁月，红绿相映	2019/4/28 13:56:02
311571	杨巍巍：美桐大道	2019/4/28 11:19:00
311572	孙佳欢：一名学生党员的求索之旅	2019/4/28 11:06:12
311573	毛顺：从军报国，青春无悔	2019/4/28 10:55:00
311576	王远：身为世范，为人师表	2019/4/26 11:01:30
311577	王猛猛：从教学到学习都应该感到幸福	2019/4/26 10:53:40
311578	白跑跑：[身边雷锋] 永远激荡的奉献激情 ———— 记一位班长，一位榜样	2019/4/26 10:41:08
311581	马健：最美逆行救人于水火，退伍不褪色永保军人本色	2019/4/26 10:01:20
311582	丁哲远：如果注定有人要赢，为什么不能是我？	2019/4/26 09:57:34
311585	全力奔跑，让历史追赶自己	2019/4/26 09:27:52
311594	北京高校青年教师教学基本功比赛全国获奖选手巡讲活动在我校举行	2019/4/29 11:32:46
311599	理学院开展军训动员大会暨安全教育专题培训会	2019/4/28 10:35:51
311600	水保学院举办“雷锋精神伴我行”优秀团日活动评选	2019/4/28 10:23:53
311601	微格教学助力参赛教师备战北京市“青教赛”	2019/4/28 16:00:43
311613	全力奔跑，让历史追赶自己	2019/4/26 09:27:52
311616	博观而约取，厚积而薄发	2019/4/26 10:20:28
311622	我与银杏的故事	2019/4/28 08:53:22
311627	相遇北林，邂逅银杏	2019/4/28 08:48:34
311628	我与北林的青春故事	2019/4/29 15:18:01
311630	北林受邀加入“全球挑战大学联盟” 成为中国大陆唯一成员单位	2019/4/29 15:23:55
311633	学之研，心之研	2019/4/28 16:22:30
311636	我与她的故事	2019/4/28 16:36:36
311639	山水树人—长于北林	2019/4/28 16:56:08
311642	前程之前，勿忘还念	2019/4/28 16:51:21
311645	北林引我一路成长	2019/4/29 08:58:54
311648	馈赠	2019/4/29 09:00:27
311668	林木抗逆材料选育与利用国家创新联盟成立	2019/4/29 17:03:38
311681	我校召开2019年学生军训工作协调会	2019/4/29 22:34:35
311682	2019年学生军训团开展应急救护培训	2019/4/29 22:53:50
311688	我校教师在北京高校思政课教学基本功比赛获一二等奖	2019/4/29 15:00:32
311692	校党委理论学习中心组(扩大)会学习习近平总书记在学校思政理论课教师座谈会上重要讲话精神	2019/4/30 09:50:28
311714	北林大师生热议习近平总书记在“纪念五四运动100周年大会”上的重要讲话	2019/4/30 14:08:08
311720	我校师生积极观看纪念五四运动100周年大会直播（图）	2019/4/30 14:19:49
311768	工学院学生干部基础技能培训会夯实团建工作基础	2019/4/29 14:48:19
311769	信息学院召开2019届本科生就业说明会	2019/4/29 14:51:24
311770	“青年大学习”团学骨干专题培训班开班	2019/4/29 14:43:09
311771	生物学院党员教育培训开启“纪念五四”新篇章	2019/4/29 14:30:55
311772	人文学院开展“青春心向党 建功新时代”主题团课	2019/4/29 14:27:11
311773	经济管理学院开展“十大优秀志愿者”评优表彰活动	2019/4/29 16:36:51
311774	“面向未来，职在眼前”林学院第九届模拟求职大赛举办	2019/4/29 16:57:33
311775	材料学院开展“青春心向党”党校实践活动汇报展示	2019/4/30 14:23:17
311777	水保学院与两所兄弟院校学院开展交流	2019/4/30 14:29:51
311800	我校博士生研究成果聚焦新型纸基摩擦纳米发电机应用于能量收集与自供能人机交互	2019/4/30 17:36:05
311805	纪念五四运动100周年“青春心向党，建功新时代”座谈会召开	2019/4/30 20:07:02
297162	2019新年贺词：奋力开启北林崛起新征程	2019/1/1 18:41:46
297218	体育教学部成绩展示	2019/1/2 10:39:46
297220	马克思主义学院成绩展示	2019/1/2 10:44:27
297221	艺术设计学院成绩展示	2019/1/2 10:46:17
297237	北京林业大学附属小学成绩展示	2019/1/2 11:14:57
297238	图书馆成绩展示	2019/1/2 11:16:00
297239	离退休处成绩展示	2019/1/2 11:17:21
297254	北林师生在欢声笑语中共迎新年到来	2019/1/2 14:12:40
297319	工学院师生联欢晚会传承北林精神弘扬工学文化	2019/1/2 13:46:56
297320	材料学院举办学生心理健康工作专题研讨会	2019/1/2 14:16:44
297321	信息学院2019届本科生就业动员会 暨考研后续动员会	2019/1/2 16:26:35
297322	园林学院召开第六届青年学术交流会	2019/1/2 16:23:17
297323	信息学院新增一处就业实习实践基地	2019/1/3 08:43:30
297326	材料学院党委学习学校第十一次党代会精神	2019/1/2 10:08:10
297351	博物馆教评中心党支部开展“一支部一品牌”创新服务项目活动	2019/1/3 10:32:46
297383	教务系统APP助力教学教务 方便师生“随时”办理业务	2019/1/3 16:49:15
297393	“阳光优材”项目师生迎新年话成长 	2019/1/4 08:40:26
297423	300余名离退休老同志欢聚一堂 喜迎新年	2019/1/4 14:14:16
297426	教育部高等学校3个专业教学指导委员会召开全委会	2019/1/3 16:10:06
297431	我校教学项目获国家级高等教育教学成果二等奖	2019/1/4 15:35:48
297434	理学院学生党支部开展“正宿风 促学风”盲评式党课	2019/1/4 16:01:10
297443	2018年度一流学科建设进展情况汇报会召开	2019/1/4 17:01:45
297516	2018“园林之夜”文艺晚会展示师生风采	2019/1/4 17:11:04
297518	材料学院举办2019年新年离退休教师茶话会	2019/1/4 16:30:37
297519	水保学院研究生学术文化节以学促优	2019/1/4 16:25:47
297520	经管学院举办首届青年教师学术论坛	2019/1/4 11:32:47
297521	生物学院走访学生宿舍传达学院新年关怀	2019/1/4 14:21:01
297523	艺术设计学院教工党支部开展党员上党课活动	2019/1/4 16:49:35
297532	学院路地区校地警联盟换届工作会在我校召开	2019/1/7 09:40:38
297546	高精尖创新中心工作领导小组会议召开	2019/1/7 10:07:54
297573	视频新闻第375期：中国共产党北京林业大学第十一次党员代表大会隆重开幕	2019/1/7 15:02:13
297574	视频新闻第376期：中国共产党北京林业大学第十一次党员代表大会胜利闭幕	2019/1/7 15:03:33
297579	理学院多种形式学习宣传学校第十一次党员代表大会精神	2019/1/7 15:29:43
297588	外语学院和人文学院联合开展全国和北京市教育大会宣讲对谈活动	2019/1/7 15:52:19
297589	林学院与经管学院联合开展全国和北京市教育大会宣讲对谈	2019/1/7 14:14:41
297598	第二届朱之悌奖励基金颁奖仪式举行	2019/1/7 16:42:37
297642	园林学院召开2018留学生工作会	2019/1/4 17:06:27
297645	园林学院6门精品在线开放课程正式上线	2019/1/7 13:55:50
297646	艺术设计学院举办党史知识竞赛	2019/1/4 16:43:20
297670	我校科研项目获得国家科学技术进步奖二等奖	2019/1/8 17:20:15
297685	我校入选高校思想政治工作创新发展中心名单	2019/1/8 18:35:43
297722	园林学院举办首届文化创意大赛	2019/1/9 08:50:43
297724	园林学院教授编著的《圆明园盛世一百零八景图注》新书发布	2019/1/8 15:16:33
297729	保护区学院与人文学院联合开展校第十一次党代会报告宣讲	2019/1/9 11:39:15
297792	我校第十一次党代会报告思维导图	2019/1/9 17:39:25
297820	研究生树人学校举办纪念改革开放40周年微党课大赛	2019/1/10 08:35:09
297822	本科教学实验室安全工作进一步加强	2019/1/9 10:09:30
297834	经管学院“两山”理论研究团队成果入选全国党员教育培训教材	2019/1/10 11:27:50
297839	学校开展2018年院（系）级单位党组织书记抓基层党建工作述职评议考核	2019/1/10 13:50:22
297869	生态文明背景下的植物景观研究与实践论坛在我校召开	2019/1/10 08:48:16
297870	水保学院举办资环专业师生座谈会	2019/1/10 15:48:05
297871	水保学院和体育教学部联合开展学校第十一次党代会报告宣讲活动	2019/1/10 16:11:40
297872	生态文明博士生讲师团成立马克思主义理论分团	2019/1/10 16:06:54
297912	书法家走进实验林场为护林员和驻场森林消防支队送祝福	2019/1/11 08:50:06
297913	生物学院召开学生党员骨干座谈会广纳建议	2019/1/11 08:56:24
297914	信息学院开展期末学生安全教育系列工作	2019/1/11 09:01:55
297929	材料学院开展校第十一次党代会报告宣讲	2019/1/11 11:24:18
297947	园林师生助力首都历史文化名城保护	2019/1/11 15:14:14
298005	国务院学位委员会林业工程学科评议组专家来我校调研	2019/1/14 08:30:39
298010	经管学院和信息学院联合开展学校第十一次党代会报告宣讲	2019/1/11 17:14:38
298011	青海德令哈市政府赴生物学院洽谈合作	2019/1/11 14:23:28
298031	马克思主义学院党委理论学习中心组创新形式学习庆祝改革开放40周年大会讲话精神	2019/1/14 11:41:31
298048	林木分子设计育种高精尖创新中心实施计划领导小组会议召开	2019/1/14 15:18:29
298051	林木分子设计育种高精尖创新中心理事会会议召开	2019/1/14 15:19:32
298070	学校召开2018年下半年信息通报会	2019/1/14 17:52:40
298110	开启北林崛起新征程的政治宣言	2019/1/15 09:37:44
298183	艺术学院开展诚信考试海报设计大赛促学风建设	2019/1/15 13:36:36
298184	人文学院多阵地多举措开展假期安全教育	2019/1/15 13:34:55
298185	材料学院研究生学术文化节营造浓厚学术氛围	2019/1/14 17:09:07
298186	马克思主义学院举办改革开放40年京郊农业农村发展变化遥感影像展	2019/1/14 14:01:49
298187	园林学院召开2019年学生宿舍工作对谈会	2019/1/15 17:33:19
298188	保护区学院召开2018年班主任工作总结交流会	2019/1/16 08:20:43
298191	我校主页改版工作有序推进	2019/1/16 09:37:10
298198	中国花卉报：“名品彩叶杯”颁奖典礼举办	2019/1/16 11:27:01
298213	首都教育新闻网：全国百余所高校竞技用彩叶植物装扮城市生活	2019/1/16 15:26:17
298223	“鼎泰林业奖学金”在林学院设立	2019/1/16 16:53:16
298224	三学院联合开展学校第十一次党代会精神联合宣讲	2019/1/16 16:47:53
298225	2018年校园大数据报告发布及校园通讯平台推介会召开	2019/1/16 15:46:45
298232	我校教师赴内蒙古科右前旗提供科技服务	2019/1/16 17:26:53
298260	材料学院制作学生行为禁令“红十条”加强学生行为教育	2019/1/17 08:39:09
298261	水保学院召开学习贯彻习近平总书记在庆祝改革开放40周年大会重要讲话精神座谈会	2019/1/17 09:14:35
298266	林学院开展2018年党支部书记党建工作述职评议考核	2019/1/17 09:50:01
298333	保护区学院师生学习改革开放40周年大会讲话精神	2019/1/17 14:52:22
298334	生物学院与发展规划处联合开展学习校第十一次党代会精神宣讲	2019/1/17 14:59:18
298337	我校牵头成立特色木本多糖国家创新联盟	2019/1/17 15:20:32
298339	林木分子育种团队在木质素生物合成遗传调控领域取得新进展	2019/1/17 15:23:02
298341	生物学院教代会委员学习贯彻改革开放40周年讲话精神	2019/1/17 15:30:58
298343	艺术设计学院教工党支部学习庆祝改革开放40周年讲话精神	2019/1/17 15:32:55
298361	我校获评2018年北京市能效领跑者单位	2019/1/17 17:44:45
298367	CCTV-13新闻频道：《焦点访谈》 20190116 生态治水 湿地入城	2019/1/17 18:14:03
298372	中共北京林业大学第十一届委员会召开第二次全体会议	2019/1/17 20:40:05
298374	中共北京林业大学第十一届委员会第二次全体会议关于校党委委员在六个方面带头做表率的决议	2019/1/17 20:47:16
298410	理学院专题学习庆祝改革开放40周年大会重要讲话精神	2019/1/18 10:08:06
298411	经管学院召开2018年度基层党建工作述职评议考核会	2019/1/17 17:44:05
298412	生物学院处级领导干部考核测评会明责任促交流	2019/1/17 16:22:54
298414	第23届研究生学术文化节闭幕暨评优表彰会召开	2019/1/17 11:29:08
298430	图书馆开展庆祝改革开放40周年大会重要讲话精神学习	2019/1/18 10:59:58
298437	经管学院师生学习习近平总书记在庆祝改革开放40周年大会上重要讲话精神	2019/1/18 11:30:20
298500	外语学院与环境学院联合学习学校第十一次党代会精神	2019/1/18 17:54:27
298501	外语学院召开二级中心组学习扩大会议 专题学习改革开放四十周年大会精神	2019/1/18 17:48:01
298503	体育教学部教师集体学习庆祝改革开放40周年大会讲话精神	2019/1/18 17:27:29
298504	北京市科委计划“林区生态智能巡检装备研发及病虫害预警平台建立”项目通过结题验收	2019/1/18 17:34:16
